season,seasonStatus,playerId,role,roleExtended,playerName,club,initialQuote,currentOrFinalQuote,quoteDiff,quoteReturnPct,initialQuoteMantra,currentOrFinalQuoteMantra,quoteDiffMantra,fvm,fvmMantra,sourceFile
2020/21,completed,4515,C,C;T,Agudelo,Spezia,4,7,3,75,4,7,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,148,C,C;T,Krunic,Milan,5,6,1,20,5,6,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,264,C,C;T,Bessa,Verona,3,6,3,100,3,6,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,627,C,C,Ionita,Benevento,6,6,0,0,5,6,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,779,C,M;C,Cristante,Roma,8,6,-2,-25,8,6,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2316,C,C,Zanellato,Crotone,2,6,4,200,2,6,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2692,C,W,Castillejo,Milan,13,6,-7,-53.84615384615385,13,6,-7,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2703,C,C,Adrien Silva,Sampdoria,7,6,-1,-14.285714285714285,7,6,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2839,C,W;A,Sottil,Cagliari,8,6,-2,-25,9,7,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4249,C,T,Pereira A.,Lazio,9,6,-3,-33.33333333333333,8,6,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4885,C,C,Villar,Roma,2,6,4,200,2,6,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5290,C,C;T,Estevez,Spezia,3,6,3,100,3,6,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5312,C,M;C,Leo' Sena,Spezia,2,6,4,200,2,6,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,20,C,M;C,Cigarini,Crotone,5,5,0,0,5,5,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,338,C,E;C,Lulic,Lazio,8,5,-3,-37.5,8,5,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1978,C,C,Sensi,Inter,12,5,-7,-58.333333333333336,11,5,-6,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2209,C,M;C,Lucas Leiva,Lazio,8,5,-3,-37.5,9,4,-5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2302,C,M,Behrami,Genoa,4,5,1,25,4,5,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2818,C,M;C,Bennacer,Milan,8,5,-3,-37.5,9,5,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4459,C,M;C,Rovella,Genoa,1,5,4,400,1,5,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4522,C,M;C,Amrabat,Fiorentina,10,5,-5,-50,11,5,-6,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4869,C,C,Dominguez,Bologna,7,5,-2,-28.57142857142857,7,5,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5002,C,C;T,Vulic,Crotone,6,5,-1,-16.666666666666664,6,5,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5286,C,M;C,Akpa Akpro,Lazio,1,5,4,400,1,5,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5317,C,T;A,Brunetta,Parma,4,5,1,25,4,5,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,58,C,M;C,Diawara,Roma,9,4,-5,-55.55555555555556,10,4,-6,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,118,C,M,Radovanovic,Genoa,3,4,1,33.33333333333333,3,4,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,184,C,W;T,Bernardeschi,Juventus,10,4,-6,-60,11,4,-7,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,305,C,M;C,Sturaro,Verona,4,4,0,0,4,4,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,406,C,W,Callejon,Fiorentina,12,4,-8,-66.66666666666666,12,4,-8,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,428,C,C;T,Benali,Crotone,9,4,-5,-55.55555555555556,9,4,-5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,526,C,M;C,Duncan,Cagliari,7,4,-3,-42.857142857142854,7,4,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,556,C,C,Baselli,Torino,7,4,-3,-42.857142857142854,7,4,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,633,C,E,Fares,Lazio,6,4,-2,-33.33333333333333,7,4,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1915,C,C;W,Tello,Benevento,5,4,-1,-20,5,4,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2008,C,C,Linetty,Torino,12,4,-8,-66.66666666666666,11,4,-7,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2121,C,C,Melegoni,Genoa,1,4,3,300,1,4,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2265,C,M;C,Schiattarella,Benevento,4,4,0,0,4,4,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2659,C,M;C,Dabo,Benevento,2,4,2,100,2,4,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4449,C,C,Tonali,Milan,9,4,-5,-55.55555555555556,8,4,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4501,C,M;C,Obiang,Sassuolo,5,4,-1,-20,5,4,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5328,C,T,Gojak,Torino,8,4,-4,-50,8,4,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,27,C,C,Grassi,Parma,5,3,-2,-40,4,3,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,342,C,M;C,Parolo,Lazio,5,3,-2,-40,5,3,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,374,C,M;C,Poli,Bologna,3,3,0,0,3,3,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1871,C,M;C,Deiola,Cagliari,3,3,0,0,3,3,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2334,C,C;W,Leris,Sampdoria,2,3,1,50,2,3,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2378,C,T,Pastore,Roma,5,3,-2,-40,4,3,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2825,C,M;C,Bourabia,Sassuolo,6,3,-3,-50,6,3,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4975,C,M;C,Escalante,Lazio,5,3,-2,-40,5,3,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5319,C,M,Sohm,Parma,2,3,1,50,2,3,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5329,C,M;C,Makengo,Udinese,4,3,-1,-25,4,3,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5420,C,M;C,Darboe,Roma,1,3,2,200,1,3,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,172,C,C,Borja Valero,Fiorentina,5,2,-3,-60,4,2,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,179,C,C,Petriccione,Crotone,5,2,-3,-60,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,272,C,M,Medel,Bologna,4,2,-2,-50,4,2,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,333,C,M;C,Cataldi,Lazio,5,2,-3,-60,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2076,C,M;C,Rog,Cagliari,8,2,-6,-75,9,2,-7,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2213,C,M;C,Cassata,Genoa,5,2,-3,-60,6,3,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4287,C,M;C,Lobotka,Napoli,5,2,-3,-60,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4370,C,C,Portanova,Genoa,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4390,C,E,Anderson D.,Lazio,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4411,C,C,Agoume,Spezia,2,2,0,0,2,2,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4921,C,C,Askildsen,Sampdoria,2,2,0,0,2,2,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5008,C,M;C,Eduardo Henrique,Crotone,5,2,-3,-60,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5318,C,W,Tramoni M.,Cagliari,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5346,C,T,Rojas,Crotone,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5397,C,T,Kovalenko,Atalanta,6,2,-4,-66.66666666666666,6,2,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5422,C,W;T,Zalewski,Roma,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,434,C,M;C,Jajalo,Udinese,6,1,-5,-83.33333333333334,6,1,-5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,528,C,M,Magnanelli,Sassuolo,3,1,-2,-66.66666666666666,3,1,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,557,C,C;T,Benassi,Verona,9,1,-8,-88.88888888888889,9,1,-8,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2357,C,M;C,Cyprien,Parma,7,1,-6,-85.71428571428571,8,2,-6,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2733,C,C,Sanogo,Benevento,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2855,C,M;C,Vieira,Verona,4,1,-3,-75,4,1,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4349,C,C,Nicolussi Caviglia,Parma,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4353,C,T;A,Montiel,Fiorentina,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4465,C,T,Fagioli,Juventus,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4896,C,T;A,Maldini,Milan,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4919,C,C;T,Baldursson,Bologna,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4953,C,C,Palumbo,Udinese,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4986,C,M;C,Acampora,Spezia,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5341,C,C,Eyango,Genoa,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5421,C,C,Camara D.,Parma,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5423,C,C,Bove,Roma,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5425,C,T,Urbanski,Bologna,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5438,C,C,Kosznovszky,Parma,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5443,C,M;C,Diambo,Benevento,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,507,A,Pc,Muriel,Atalanta,27,43,16,59.25925925925925,26,42,16,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2531,A,Pc,Lukaku,Inter,42,43,1,2.380952380952381,42,43,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2610,A,Pc,Ronaldo,Juventus,48,42,-6,-12.5,48,42,-6,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,531,A,A,Berardi,Sassuolo,27,38,11,40.74074074074074,27,38,11,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,409,A,A,Insigne,Napoli,23,36,13,56.52173913043478,23,36,13,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2841,A,Pc,Vlahovic,Fiorentina,18,34,16,88.88888888888889,18,34,16,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,608,A,Pc,Zapata D.,Atalanta,40,32,-8,-20,40,32,-8,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,785,A,Pc,Immobile,Lazio,49,32,-17,-34.69387755102041,49,32,-17,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2764,A,Pc,Martinez L.,Inter,30,32,2,6.666666666666667,30,32,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1997,A,Pc,Simy,Crotone,13,31,18,138.46153846153845,13,31,18,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,441,A,Pc,Belotti,Torino,29,30,1,3.4482758620689653,29,30,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2530,A,Pc,Ibrahimovic,Milan,35,29,-6,-17.142857142857142,35,29,-6,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,410,A,Pc,Mertens,Napoli,25,28,3,12,25,28,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4661,A,Pc,Osimhen,Napoli,24,28,4,16.666666666666664,24,28,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,313,A,Pc,Morata,Juventus,24,27,3,12.5,24,27,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1874,A,A,Joao Pedro,Cagliari,25,27,2,8,25,27,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2819,A,Pc,Caputo,Sassuolo,34,27,-7,-20.588235294117645,34,27,-7,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4517,A,A,Lozano,Napoli,11,27,16,145.45454545454547,11,27,16,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2475,A,A,Sanchez,Inter,24,26,2,8.333333333333332,24,26,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5233,A,Pc,Mayoral,Roma,9,26,17,188.88888888888889,9,26,17,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,186,A,A,Rebic,Milan,27,25,-2,-7.4074074074074066,27,25,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,472,A,Pc,Destro,Genoa,9,25,16,177.77777777777777,9,25,16,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,568,A,Pc,Quagliarella,Sampdoria,20,25,5,25,20,25,5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5336,A,Pc,Nzola,Spezia,5,24,19,380,5,24,19,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,177,A,A,Ilicic,Atalanta,27,23,-4,-14.814814814814813,27,23,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,215,A,A,Verde,Spezia,6,21,15,250,6,21,15,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2195,A,A,Ounas,Crotone,5,21,16,320,5,21,16,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4970,A,A,Messias,Crotone,8,21,13,162.5,8,21,13,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,495,A,A,Correa,Lazio,23,20,-3,-13.043478260869565,23,20,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2137,A,Pc,Scamacca,Genoa,1,20,19,1900,1,20,19,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4510,A,A,Rafael Leao,Milan,14,20,6,42.857142857142854,14,20,6,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5311,A,Pc,Shomurodov,Genoa,9,20,11,122.22222222222223,9,20,11,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2719,A,A,Barrow,Bologna,23,19,-4,-17.391304347826086,23,19,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,245,A,A,Pandev,Genoa,10,18,8,80,10,18,8,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,345,A,A,Keita B.,Sampdoria,13,18,5,38.46153846153847,13,18,5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,407,A,Pc,Gabbiadini,Sampdoria,17,18,1,5.88235294117647,16,18,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2167,A,W;A,Orsolini,Bologna,16,18,2,12.5,18,18,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2284,A,Pc,Caicedo,Lazio,17,18,1,5.88235294117647,15,18,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,647,A,Pc,Dzeko,Roma,31,17,-14,-45.16129032258064,31,17,-14,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,383,A,Pc,Petagna,Napoli,13,16,3,23.076923076923077,12,15,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4371,A,Pc,Raspadori,Sassuolo,3,16,13,433.3333333333333,3,16,13,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,280,A,A,Palacio,Bologna,10,15,5,50,10,15,5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,309,A,A,Dybala,Juventus,31,15,-16,-51.61290322580645,31,15,-16,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1939,A,Pc,Lapadula,Benevento,14,15,1,7.142857142857142,14,15,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1958,A,A,Caprari,Benevento,11,15,4,36.36363636363637,11,15,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,247,A,Pc,Pavoletti,Cagliari,15,14,-1,-6.666666666666667,15,14,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,315,A,Pc,Zaza,Torino,13,14,1,7.6923076923076925,12,14,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2832,A,A,Boga,Sassuolo,22,14,-8,-36.36363636363637,22,14,-8,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2409,A,A,Ribery,Fiorentina,18,13,-5,-27.77777777777778,18,13,-5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4324,A,Pc,Okaka,Udinese,15,13,-2,-13.333333333333334,14,13,-1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4359,A,Pc,Piccoli,Spezia,1,13,12,1200,1,13,12,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4992,A,A,Gyasi,Spezia,9,13,4,44.44444444444444,9,13,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,479,A,Pc,Sanabria,Torino,12,12,0,0,12,12,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,643,A,A,Defrel,Sassuolo,11,12,1,9.090909090909092,11,12,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1879,A,A,Farias,Spezia,9,12,3,33.33333333333333,9,12,3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2061,A,Pc,Simeone,Cagliari,20,12,-8,-40,19,12,-7,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2489,A,W;A,Pedro,Roma,16,12,-4,-25,18,12,-6,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4415,A,W;A,Skov Olsen,Bologna,6,12,6,100,7,12,5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5322,A,A,Mihaila,Parma,3,12,9,300,3,12,9,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,474,A,A,Gervinho,Parma,14,11,-3,-21.428571428571427,14,11,-3,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,537,A,A,Sansone,Bologna,9,11,2,22.22222222222222,8,10,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4963,A,W;A,Insigne R.,Benevento,6,11,5,83.33333333333334,6,11,5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5394,A,Pc,Gaich,Benevento,9,11,2,22.22222222222222,9,11,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,795,A,W;A,El Shaarawy,Roma,14,10,-4,-28.57142857142857,15,11,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1882,A,A,Sau,Benevento,8,10,2,25,8,10,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1998,A,A,Pjaca,Genoa,3,10,7,233.33333333333334,3,10,7,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,505,A,Pc,Bonazzoli,Torino,13,9,-4,-30.76923076923077,13,9,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,1943,A,Pc,Nestorovski,Udinese,12,9,-3,-25,11,9,-2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2154,A,T;A,Vignato,Bologna,3,9,6,200,4,9,5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4884,A,W;A,Carles Perez,Roma,9,9,0,0,9,9,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5393,A,A,Man,Parma,9,9,0,0,9,9,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5401,A,Pc,Pelle',Parma,9,9,0,0,9,9,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,90,A,Pc,Lasagna,Verona,17,8,-9,-52.94117647058824,17,8,-9,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2304,A,Pc,Salcedo E.,Verona,7,8,1,14.285714285714285,6,8,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2826,A,W;A,Pussetto,Udinese,8,8,0,0,8,8,0,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5004,A,A,Forestieri,Udinese,4,8,4,100,4,8,4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,312,A,Pc,Mandzukic,Milan,11,7,-4,-36.36363636363637,11,7,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,5292,A,Pc,Lammers,Atalanta,11,7,-4,-36.36363636363637,11,7,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,475,A,A,Iago Falque,Benevento,14,6,-8,-57.14285714285714,14,6,-8,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2038,A,Pc,Pinamonti,Inter,11,6,-5,-45.45454545454545,10,6,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2163,A,Pc,Cornelius,Parma,15,6,-9,-60,14,6,-8,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2325,A,A,Karamoh,Parma,5,6,1,20,5,6,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,4453,A,Pc,Torregrossa,Sampdoria,11,6,-5,-45.45454545454545,11,6,-5,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,306,A,Pc,Cerri,Cagliari,4,5,1,25,3,5,2,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,311,A,Pc,Llorente,Udinese,10,5,-5,-50,9,5,-4,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,652,A,Pc,Kalinic,Verona,13,5,-8,-61.53846153846154,13,5,-8,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,819,A,Pc,Favilli,Verona,5,5,0,0,4,5,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
2020/21,completed,2196,A,Pc,Galabinov,Spezia,4,5,1,25,4,5,1,0,0,Quotazioni_Fantacalcio_Stagione_2020_21.xlsx
