season,seasonStatus,playerId,role,roleExtended,playerName,club,initialQuote,currentOrFinalQuote,quoteDiff,quoteReturnPct,initialQuoteMantra,currentOrFinalQuoteMantra,quoteDiffMantra,fvm,fvmMantra,sourceFile
2019/20,completed,4399,D,Ds;E,Vera,Lecce,2,3,1,50,2,3,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4407,D,Ds;Dc,Igor,Fiorentina,7,3,-4,-57.14285714285714,7,3,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4444,D,Dd;Dc;E,Semprini,Brescia,2,3,1,50,2,3,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4472,D,Dc,Meccariello,Lecce,4,3,-1,-25,4,3,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4529,D,Dd;E,Ankersen,Genoa,4,3,-1,-25,4,3,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4888,D,Dd;Dc,Sutalo,Atalanta,1,3,2,200,1,3,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4945,D,Ds;E,Calafiori,Roma,1,3,2,200,1,3,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,11,D,Dd;E,Conti,Milan,5,2,-3,-60,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,54,D,Dd;Dc,Rossettini,Lecce,5,2,-3,-60,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,141,D,Dd;E,Laurini,Parma,7,2,-5,-71.42857142857143,7,2,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,169,D,Dd;Dc,Tomovic,SPAL,4,2,-2,-50,4,2,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,256,D,Ds;Dc,Juan Jesus,Roma,5,2,-3,-60,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,262,D,Dd;Ds;E,Santon,Roma,3,2,-1,-33.33333333333333,3,2,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,390,D,Ds;E,Ghoulam,Napoli,12,2,-10,-83.33333333333334,12,2,-10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,418,D,Dc,Goldaniga,Genoa,4,2,-2,-50,4,2,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,490,D,Ds;Dc;E,Regini,Parma,2,2,0,0,2,2,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,517,D,Ds;Dc,Dell'orco,Lecce,4,2,-2,-50,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,521,D,Ds;Dc,Peluso,Sassuolo,3,2,-1,-33.33333333333333,3,2,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,554,D,Dd;E,Zappacosta,Roma,9,2,-7,-77.77777777777779,9,2,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1847,D,Dc,Caldara,Atalanta,4,2,-2,-50,4,2,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1891,D,Dd;Dc,Ceccherini,Fiorentina,5,2,-3,-60,6,2,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1979,D,Ds;E,Barreca,Genoa,6,2,-4,-66.66666666666666,6,2,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2016,D,Dc,Fazio,Roma,9,2,-7,-77.77777777777779,9,2,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2062,D,Dc,Bastos,Lazio,6,2,-4,-66.66666666666666,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2104,D,Dd;E,Bereszynski,Sampdoria,6,2,-4,-66.66666666666666,6,2,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2653,D,Ds;E,Lykogiannis,Cagliari,4,2,-2,-50,4,2,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2746,D,Ds;E,Dijks,Bologna,8,2,-6,-75,8,2,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2747,D,Ds;Dc,Paz,Lecce,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2769,D,Dc,Magnani,Sassuolo,6,2,-4,-66.66666666666666,6,2,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2795,D,Dd;E,Ter Avest,Udinese,4,2,-2,-50,4,2,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2869,D,Ds;Dc,Djidji,Torino,7,2,-5,-71.42857142857143,8,2,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4331,D,Dc,Ibanez,Roma,2,2,0,0,2,2,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4374,D,Dc,Walukiewicz,Cagliari,3,2,-1,-33.33333333333333,3,2,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4401,D,Dc,Gabbia,Milan,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4403,D,Dc,Chabot,Sampdoria,4,2,-2,-50,4,2,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4414,D,Ds;Dc,Denswil,Bologna,7,2,-5,-71.42857142857143,8,2,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4442,D,Dd;Dc,Cistana,Brescia,7,2,-5,-71.42857142857143,7,2,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4504,D,Dc,Mangraviti,Brescia,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4925,D,Ds;Dc,Carboni,Cagliari,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,45,D,Dd;Dc,Ferrari A.,Sampdoria,4,1,-3,-75,4,1,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,47,D,Dc,Gastaldello,Brescia,3,1,-2,-66.66666666666666,2,1,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,144,D,Dc,Tonelli,Sampdoria,5,1,-4,-80,5,1,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,294,D,Dc,Rugani,Juventus,7,1,-6,-85.71428571428571,7,1,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,295,D,Ds;E,Asamoah,Inter,10,1,-9,-90,10,1,-9,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,358,D,Dd;Ds;E,De Sciglio,Juventus,5,1,-4,-80,5,1,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,393,D,Ds;Dc,Luperto,Napoli,3,1,-2,-66.66666666666666,3,1,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,491,D,Dc,Salamon,SPAL,3,1,-2,-66.66666666666666,3,1,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,493,D,Ds;Dc,Zukanovic,SPAL,5,1,-4,-80,5,1,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,630,D,Dd;E,Sala,SPAL,4,1,-3,-75,4,1,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,640,D,Dc,Chiriches,Sassuolo,4,1,-3,-75,4,1,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,708,D,Dc,Felipe,SPAL,6,1,-5,-83.33333333333334,6,1,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,824,D,Dd;E,Adjapong,Verona,3,1,-2,-66.66666666666666,3,1,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1868,D,Ds;E,Murru,Sampdoria,8,1,-7,-87.5,8,1,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1876,D,Ds;E,Pajac,Genoa,5,1,-4,-80,5,1,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2168,D,Dc,Musacchio,Milan,7,1,-6,-85.71428571428571,7,1,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2171,D,Dc,Lyanco,Torino,8,1,-7,-87.5,8,1,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2783,D,Dc,Bianda,Roma,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2860,D,Dd;E,Malcuit,Napoli,8,1,-7,-87.5,8,1,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4365,D,Dc,Corbo,Bologna,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4366,D,Dd;Ds;Dc,Armini,Lazio,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4375,D,Ds;E,Terzic,Fiorentina,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4397,D,Dc,Vavro,Lazio,9,1,-8,-88.88888888888889,9,1,-8,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4406,D,Ds;E,Tripaldelli,Sassuolo,2,1,-1,-50,2,1,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4420,D,Ds;Dc,Bocchetti,Verona,7,1,-6,-85.71428571428571,7,1,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4432,D,Dc,Okoli,Atalanta,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4467,D,Dc,Jorge Silva,Lazio,2,1,-1,-50,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4481,D,Dd;E,Bouah,Roma,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4493,D,Dc,Dawidowicz,Verona,5,1,-4,-80,5,1,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4494,D,Ds;Dc,Empereur,Verona,4,1,-3,-75,4,1,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4509,D,Dc,Cipriano,Lazio,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4511,D,Dc,Duarte,Milan,9,1,-8,-88.88888888888889,9,1,-8,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4519,D,Dc,Cetin,Roma,5,1,-4,-80,5,1,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4528,D,Dd;E,Gasolina Wesley,Juventus,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4881,D,Ds;E,Czyborra,Atalanta,4,1,-3,-75,4,1,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4887,D,Dd;E,Bellanova,Atalanta,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4897,D,Dc,Pirola,Inter,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4917,D,Dc,Prodl,Udinese,4,1,-3,-75,4,1,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,26,C,T;A,Gomez,Atalanta,26,30,4,15.384615384615385,27,30,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2085,C,T,Luis Alberto,Lazio,20,27,7,35,19,27,8,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2833,C,C;T,Kulusevski,Parma,4,27,23,575,4,27,23,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,65,C,T,Mancosu,Lecce,8,25,17,212.5,8,25,17,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2529,C,T;A,Mkhitaryan,Roma,14,25,11,78.57142857142857,15,25,10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2194,C,T,Calhanoglu,Milan,13,24,11,84.61538461538461,12,24,12,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2002,C,W;A,Chiesa,Fiorentina,26,23,-3,-11.538461538461538,27,23,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,467,C,C;T,Nainggolan,Cagliari,16,22,6,37.5,16,22,6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1996,C,T;A,De Paul,Udinese,22,21,-1,-4.545454545454546,22,21,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4427,C,C;T,Malinovskyi,Atalanta,11,21,10,90.9090909090909,11,21,10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2077,C,C;T,Pasalic,Atalanta,9,20,11,122.22222222222223,9,20,11,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,332,C,E;W,Candreva,Inter,7,19,12,171.42857142857142,9,20,11,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,645,C,C;T,Milinkovic-Savic,Lazio,23,19,-4,-17.391304347826086,23,19,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,265,C,C,Brozovic,Inter,11,17,6,54.54545454545454,11,17,6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,644,C,M;C,Pulgar,Fiorentina,12,17,5,41.66666666666667,13,17,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2205,C,W,Berenguer,Torino,8,17,9,112.5,8,17,9,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2215,C,C,Veretout,Roma,14,17,3,21.428571428571427,14,17,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2287,C,T,Ramirez,Sampdoria,10,17,7,70,9,17,8,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2409,C,W;A,Ribery,Fiorentina,19,17,-2,-10.526315789473683,19,17,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4377,C,C;T,Castrovilli,Fiorentina,7,17,10,142.85714285714286,7,17,10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,236,C,E;W,Lazovic,Verona,7,16,9,128.57142857142858,8,16,8,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1986,C,M;C,Fofana,Udinese,11,16,5,45.45454545454545,12,16,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1995,C,T,Djuricic,Sassuolo,5,16,11,220.00000000000003,4,15,11,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2741,C,C,Pessina,Verona,3,16,13,433.3333333333333,3,16,13,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2766,C,T,Zaniolo,Roma,16,16,0,0,16,16,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,406,C,W,Callejon,Napoli,18,15,-3,-16.666666666666664,19,15,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,469,C,C,Pjanic,Juventus,16,15,-1,-6.25,15,15,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,234,C,M;C,Kucka,Parma,12,14,2,16.666666666666664,14,15,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,367,C,C;W;T,Bonaventura,Milan,16,14,-2,-12.5,18,14,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,530,C,C;T,Pellegrini Lo.,Roma,13,14,1,7.6923076923076925,13,14,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,706,C,E,Ansaldi,Torino,13,14,1,7.6923076923076925,15,14,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2011,C,M;C,Miguel Veloso,Verona,5,14,9,180,5,14,9,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2625,C,T,Soriano,Bologna,14,14,0,0,13,15,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2857,C,C;T,Traore' Hj.,Sassuolo,11,14,3,27.27272727272727,11,14,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4514,C,M;C,Nandez,Cagliari,10,14,4,40,12,14,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,237,C,W,Perotti,Roma,14,13,-1,-7.142857142857142,14,13,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2556,C,T,Eriksen,Inter,23,13,-10,-43.47826086956522,23,13,-10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2775,C,C;T,Ruiz,Napoli,17,13,-4,-23.52941176470588,17,13,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,152,C,C;T,Zielinski,Napoli,17,12,-5,-29.411764705882355,17,12,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,632,C,C;T,Zaccagni,Verona,9,12,3,33.33333333333333,9,12,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,788,C,C,Freuler,Atalanta,13,12,-1,-7.6923076923076925,13,12,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2008,C,C,Linetty,Sampdoria,11,12,1,9.090909090909092,11,12,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,28,C,C;T,Kurtic,Parma,16,11,-5,-31.25,16,11,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,376,C,W;A,Verdi,Torino,17,11,-6,-35.294117647058826,17,11,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,526,C,M;C,Duncan,Fiorentina,10,11,1,10,10,11,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,827,C,M;C,Locatelli,Sassuolo,11,11,0,0,12,11,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1850,C,C,Kessie',Milan,13,11,-2,-15.384615384615385,12,11,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1978,C,C,Sensi,Inter,13,11,-2,-15.384615384615385,13,11,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2166,C,C,Bentancur,Juventus,8,11,3,37.5,7,11,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2200,C,W,Douglas Costa,Juventus,14,11,-3,-21.428571428571427,14,11,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2263,C,E,Lazzari,Lazio,15,11,-4,-26.666666666666668,17,11,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2692,C,W;A,Castillejo,Milan,10,11,1,10,10,11,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4449,C,M;C,Tonali,Brescia,6,11,5,83.33333333333334,7,11,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4522,C,E;M,Amrabat,Verona,4,11,7,175,5,11,6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,22,C,M;C,De Roon,Atalanta,11,10,-1,-9.090909090909092,12,10,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,697,C,E;W,Cuadrado,Juventus,9,10,1,11.11111111111111,9,10,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1987,C,C,Jankto,Sampdoria,9,10,1,11.11111111111111,9,10,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2201,C,W;A,Under,Roma,18,10,-8,-44.44444444444444,18,10,-8,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2472,C,T,Ramsey,Juventus,18,10,-8,-44.44444444444444,17,10,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2779,C,W,Kluivert,Roma,16,10,-6,-37.5,17,10,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,600,C,C;T,Verre,Verona,6,9,3,50,6,9,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,801,C,M;C,Gagliardini,Inter,8,9,1,12.5,9,10,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2488,C,E;W,Moses,Inter,8,9,1,12.5,9,9,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4512,C,C,Schone,Genoa,11,9,-2,-18.181818181818183,10,9,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4524,C,E,Sema,Udinese,5,9,4,80,5,9,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,112,C,C;T,Castro,SPAL,13,8,-5,-38.46153846153847,13,8,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,150,C,T,Saponara,Lecce,10,8,-2,-20,11,8,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1870,C,M;C,Barella,Inter,15,8,-7,-46.666666666666664,18,8,-10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2076,C,C,Rog,Cagliari,10,8,-2,-20,10,8,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2172,C,T,Barak,Lecce,11,8,-3,-27.27272727272727,10,8,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2187,C,W,Borini,Verona,5,8,3,60,5,8,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2188,C,E,Marusic,Lazio,5,8,3,60,5,8,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2818,C,M;C,Bennacer,Milan,10,8,-2,-20,12,8,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4287,C,M;C,Lobotka,Napoli,9,8,-1,-11.11111111111111,9,8,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4423,C,M;C,Hernani,Parma,6,8,2,33.33333333333333,7,8,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4486,C,E;W,Strefezza,SPAL,1,8,7,700,1,8,7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,58,C,M;C,Diawara,Roma,8,7,-1,-12.5,9,7,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,172,C,C,Borja Valero,Inter,3,7,4,133.33333333333331,3,7,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,179,C,C,Petriccione,Lecce,6,7,1,16.666666666666664,5,7,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,238,C,M,Rincon,Torino,8,7,-1,-12.5,10,7,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,374,C,M;C,Poli,Bologna,9,7,-2,-22.22222222222222,10,7,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2274,C,C;T,Valoti,SPAL,6,7,1,16.666666666666664,6,7,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2306,C,M;C,Matuidi,Juventus,12,7,-5,-41.66666666666667,13,7,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2379,C,C,Rabiot,Juventus,14,7,-7,-50,14,7,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4725,C,M,Demme,Napoli,8,7,-1,-12.5,8,7,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4892,C,E;W,Saelemaekers,Milan,5,7,2,40,5,7,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,21,C,E,D'alessandro,SPAL,7,6,-1,-14.285714285714285,7,6,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,181,C,M;C,Vecino,Inter,8,6,-2,-25,9,6,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,529,C,M;C,Missiroli,SPAL,6,6,0,0,7,6,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1857,C,W,Di Francesco F.,SPAL,11,6,-5,-45.45454545454545,11,6,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2744,C,C,Svanberg,Bologna,3,6,3,100,3,6,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4475,C,C;T,Majer,Lecce,5,6,1,20,5,6,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4479,C,C;T,Elmas,Napoli,7,6,-1,-14.285714285714285,7,6,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4513,C,C;W,Zmrhal,Brescia,7,6,-1,-14.285714285714285,8,6,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4869,C,C,Dominguez,Bologna,7,6,-1,-14.285714285714285,7,6,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
