scope,strategy,marketFrequency,maxChangesPerWindow,stopLossThreshold,takeProfitThreshold,numScenarios,avgROI,medianROI,bestROI,worstROI,volatility,pctAbove0,pctAbove7,pctAbove10,avgTrades,avgCommissions,avgPlatformRevenue,avgDeltaVsHold,overtradingRisk
completed,HYBRID_VALUE_MOMENTUM,5,5,-5,7,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,5,-5,10,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,5,-5,15,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,5,-10,7,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,5,-10,10,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,5,-10,15,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,7,1,-5,7,2,164.9801,164.9801,196.5996,133.3606,31.6195,100.0000,100.0000,100.0000,3.0000,2.3698,0.2370,-52.2166,LOW
completed,HYBRID_VALUE_MOMENTUM,7,1,-5,10,2,164.9801,164.9801,196.5996,133.3606,31.6195,100.0000,100.0000,100.0000,3.0000,2.3698,0.2370,-52.2166,LOW
completed,HYBRID_VALUE_MOMENTUM,7,1,-5,15,2,164.9801,164.9801,196.5996,133.3606,31.6195,100.0000,100.0000,100.0000,3.0000,2.3698,0.2370,-52.2166,LOW
completed,HYBRID_VALUE_MOMENTUM,7,1,-10,7,2,164.9801,164.9801,196.5996,133.3606,31.6195,100.0000,100.0000,100.0000,3.0000,2.3698,0.2370,-52.2166,LOW
completed,HYBRID_VALUE_MOMENTUM,7,1,-10,10,2,164.9801,164.9801,196.5996,133.3606,31.6195,100.0000,100.0000,100.0000,3.0000,2.3698,0.2370,-52.2166,LOW
completed,HYBRID_VALUE_MOMENTUM,7,1,-10,15,2,164.9801,164.9801,196.5996,133.3606,31.6195,100.0000,100.0000,100.0000,3.0000,2.3698,0.2370,-52.2166,LOW
completed,HYBRID_VALUE_MOMENTUM,7,3,-5,7,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,3,-5,10,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,3,-5,15,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,3,-10,7,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,3,-10,10,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,3,-10,15,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,5,-5,7,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,5,-5,10,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,5,-5,15,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,5,-10,7,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,5,-10,10,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
completed,HYBRID_VALUE_MOMENTUM,7,5,-10,15,2,156.8910,156.8910,193.0913,120.6907,36.2003,100.0000,100.0000,100.0000,4.5000,2.6292,0.2629,-60.3057,LOW
in_progress,HOLD,3,1,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,1,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,1,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,1,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,1,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,1,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,3,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,3,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,3,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,3,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,3,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,3,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,5,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,5,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,5,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,5,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,5,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,3,5,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,1,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,1,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,1,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,1,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,1,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,1,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,3,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,3,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,3,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,3,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,3,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,3,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,5,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,5,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,5,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,5,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,5,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,5,5,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,1,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,1,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,1,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,1,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,1,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,1,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,3,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,3,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,3,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,3,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,3,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,3,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,5,-5,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,5,-5,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,5,-5,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,5,-10,7,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,5,-10,10,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,HOLD,7,5,-10,15,1,220.0769,220.0769,220.0769,220.0769,0.0000,100.0000,100.0000,100.0000,0.0000,2.2523,0.2252,0.0000,LOW
in_progress,VALUE_ROTATION,3,1,-5,7,1,157.3182,157.3182,157.3182,157.3182,0.0000,100.0000,100.0000,100.0000,11.0000,3.8497,0.3850,-62.7586,LOW
in_progress,VALUE_ROTATION,3,1,-5,10,1,157.3182,157.3182,157.3182,157.3182,0.0000,100.0000,100.0000,100.0000,11.0000,3.8497,0.3850,-62.7586,LOW
in_progress,VALUE_ROTATION,3,1,-5,15,1,157.3182,157.3182,157.3182,157.3182,0.0000,100.0000,100.0000,100.0000,11.0000,3.8497,0.3850,-62.7586,LOW
in_progress,VALUE_ROTATION,3,1,-10,7,1,157.3182,157.3182,157.3182,157.3182,0.0000,100.0000,100.0000,100.0000,11.0000,3.8497,0.3850,-62.7586,LOW
in_progress,VALUE_ROTATION,3,1,-10,10,1,157.3182,157.3182,157.3182,157.3182,0.0000,100.0000,100.0000,100.0000,11.0000,3.8497,0.3850,-62.7586,LOW
in_progress,VALUE_ROTATION,3,1,-10,15,1,157.3182,157.3182,157.3182,157.3182,0.0000,100.0000,100.0000,100.0000,11.0000,3.8497,0.3850,-62.7586,LOW
in_progress,VALUE_ROTATION,3,3,-5,7,1,20.5567,20.5567,20.5567,20.5567,0.0000,100.0000,100.0000,100.0000,33.0000,9.9791,0.9979,-199.5202,MEDIUM
in_progress,VALUE_ROTATION,3,3,-5,10,1,20.5567,20.5567,20.5567,20.5567,0.0000,100.0000,100.0000,100.0000,33.0000,9.9791,0.9979,-199.5202,MEDIUM
in_progress,VALUE_ROTATION,3,3,-5,15,1,20.5567,20.5567,20.5567,20.5567,0.0000,100.0000,100.0000,100.0000,33.0000,9.9791,0.9979,-199.5202,MEDIUM
in_progress,VALUE_ROTATION,3,3,-10,7,1,20.5567,20.5567,20.5567,20.5567,0.0000,100.0000,100.0000,100.0000,33.0000,9.9791,0.9979,-199.5202,MEDIUM
in_progress,VALUE_ROTATION,3,3,-10,10,1,20.5567,20.5567,20.5567,20.5567,0.0000,100.0000,100.0000,100.0000,33.0000,9.9791,0.9979,-199.5202,MEDIUM
in_progress,VALUE_ROTATION,3,3,-10,15,1,20.5567,20.5567,20.5567,20.5567,0.0000,100.0000,100.0000,100.0000,33.0000,9.9791,0.9979,-199.5202,MEDIUM
in_progress,VALUE_ROTATION,3,5,-5,7,1,7.1196,7.1196,7.1196,7.1196,0.0000,100.0000,100.0000,0.0000,55.0000,15.2967,1.5297,-212.9573,HIGH
in_progress,VALUE_ROTATION,3,5,-5,10,1,7.1196,7.1196,7.1196,7.1196,0.0000,100.0000,100.0000,0.0000,55.0000,15.2967,1.5297,-212.9573,HIGH
in_progress,VALUE_ROTATION,3,5,-5,15,1,7.1196,7.1196,7.1196,7.1196,0.0000,100.0000,100.0000,0.0000,55.0000,15.2967,1.5297,-212.9573,HIGH
in_progress,VALUE_ROTATION,3,5,-10,7,1,7.1196,7.1196,7.1196,7.1196,0.0000,100.0000,100.0000,0.0000,55.0000,15.2967,1.5297,-212.9573,HIGH
in_progress,VALUE_ROTATION,3,5,-10,10,1,7.1196,7.1196,7.1196,7.1196,0.0000,100.0000,100.0000,0.0000,55.0000,15.2967,1.5297,-212.9573,HIGH
in_progress,VALUE_ROTATION,3,5,-10,15,1,7.1196,7.1196,7.1196,7.1196,0.0000,100.0000,100.0000,0.0000,55.0000,15.2967,1.5297,-212.9573,HIGH
in_progress,VALUE_ROTATION,5,1,-5,7,1,208.8586,208.8586,208.8586,208.8586,0.0000,100.0000,100.0000,100.0000,7.0000,3.4205,0.3420,-11.2183,LOW
in_progress,VALUE_ROTATION,5,1,-5,10,1,208.8586,208.8586,208.8586,208.8586,0.0000,100.0000,100.0000,100.0000,7.0000,3.4205,0.3420,-11.2183,LOW
in_progress,VALUE_ROTATION,5,1,-5,15,1,208.8586,208.8586,208.8586,208.8586,0.0000,100.0000,100.0000,100.0000,7.0000,3.4205,0.3420,-11.2183,LOW
in_progress,VALUE_ROTATION,5,1,-10,7,1,208.8586,208.8586,208.8586,208.8586,0.0000,100.0000,100.0000,100.0000,7.0000,3.4205,0.3420,-11.2183,LOW
in_progress,VALUE_ROTATION,5,1,-10,10,1,208.8586,208.8586,208.8586,208.8586,0.0000,100.0000,100.0000,100.0000,7.0000,3.4205,0.3420,-11.2183,LOW
in_progress,VALUE_ROTATION,5,1,-10,15,1,208.8586,208.8586,208.8586,208.8586,0.0000,100.0000,100.0000,100.0000,7.0000,3.4205,0.3420,-11.2183,LOW
in_progress,VALUE_ROTATION,5,3,-5,7,1,96.1560,96.1560,96.1560,96.1560,0.0000,100.0000,100.0000,100.0000,21.0000,6.4164,0.6416,-123.9208,MEDIUM
in_progress,VALUE_ROTATION,5,3,-5,10,1,96.1560,96.1560,96.1560,96.1560,0.0000,100.0000,100.0000,100.0000,21.0000,6.4164,0.6416,-123.9208,MEDIUM
in_progress,VALUE_ROTATION,5,3,-5,15,1,96.1560,96.1560,96.1560,96.1560,0.0000,100.0000,100.0000,100.0000,21.0000,6.4164,0.6416,-123.9208,MEDIUM
in_progress,VALUE_ROTATION,5,3,-10,7,1,96.1560,96.1560,96.1560,96.1560,0.0000,100.0000,100.0000,100.0000,21.0000,6.4164,0.6416,-123.9208,MEDIUM
in_progress,VALUE_ROTATION,5,3,-10,10,1,96.1560,96.1560,96.1560,96.1560,0.0000,100.0000,100.0000,100.0000,21.0000,6.4164,0.6416,-123.9208,MEDIUM
in_progress,VALUE_ROTATION,5,3,-10,15,1,96.1560,96.1560,96.1560,96.1560,0.0000,100.0000,100.0000,100.0000,21.0000,6.4164,0.6416,-123.9208,MEDIUM
in_progress,VALUE_ROTATION,5,5,-5,7,1,51.8415,51.8415,51.8415,51.8415,0.0000,100.0000,100.0000,100.0000,35.0000,10.3013,1.0301,-168.2354,MEDIUM
in_progress,VALUE_ROTATION,5,5,-5,10,1,51.8415,51.8415,51.8415,51.8415,0.0000,100.0000,100.0000,100.0000,35.0000,10.3013,1.0301,-168.2354,MEDIUM
in_progress,VALUE_ROTATION,5,5,-5,15,1,51.8415,51.8415,51.8415,51.8415,0.0000,100.0000,100.0000,100.0000,35.0000,10.3013,1.0301,-168.2354,MEDIUM
in_progress,VALUE_ROTATION,5,5,-10,7,1,51.8415,51.8415,51.8415,51.8415,0.0000,100.0000,100.0000,100.0000,35.0000,10.3013,1.0301,-168.2354,MEDIUM
in_progress,VALUE_ROTATION,5,5,-10,10,1,51.8415,51.8415,51.8415,51.8415,0.0000,100.0000,100.0000,100.0000,35.0000,10.3013,1.0301,-168.2354,MEDIUM
in_progress,VALUE_ROTATION,5,5,-10,15,1,51.8415,51.8415,51.8415,51.8415,0.0000,100.0000,100.0000,100.0000,35.0000,10.3013,1.0301,-168.2354,MEDIUM
in_progress,VALUE_ROTATION,7,1,-5,7,1,148.6544,148.6544,148.6544,148.6544,0.0000,100.0000,100.0000,100.0000,5.0000,3.1146,0.3115,-71.4225,LOW
in_progress,VALUE_ROTATION,7,1,-5,10,1,148.6544,148.6544,148.6544,148.6544,0.0000,100.0000,100.0000,100.0000,5.0000,3.1146,0.3115,-71.4225,LOW
in_progress,VALUE_ROTATION,7,1,-5,15,1,148.6544,148.6544,148.6544,148.6544,0.0000,100.0000,100.0000,100.0000,5.0000,3.1146,0.3115,-71.4225,LOW
in_progress,VALUE_ROTATION,7,1,-10,7,1,148.6544,148.6544,148.6544,148.6544,0.0000,100.0000,100.0000,100.0000,5.0000,3.1146,0.3115,-71.4225,LOW
in_progress,VALUE_ROTATION,7,1,-10,10,1,148.6544,148.6544,148.6544,148.6544,0.0000,100.0000,100.0000,100.0000,5.0000,3.1146,0.3115,-71.4225,LOW
in_progress,VALUE_ROTATION,7,1,-10,15,1,148.6544,148.6544,148.6544,148.6544,0.0000,100.0000,100.0000,100.0000,5.0000,3.1146,0.3115,-71.4225,LOW
in_progress,VALUE_ROTATION,7,3,-5,7,1,96.9660,96.9660,96.9660,96.9660,0.0000,100.0000,100.0000,100.0000,15.0000,4.5726,0.4573,-123.1109,LOW
in_progress,VALUE_ROTATION,7,3,-5,10,1,96.9660,96.9660,96.9660,96.9660,0.0000,100.0000,100.0000,100.0000,15.0000,4.5726,0.4573,-123.1109,LOW
in_progress,VALUE_ROTATION,7,3,-5,15,1,96.9660,96.9660,96.9660,96.9660,0.0000,100.0000,100.0000,100.0000,15.0000,4.5726,0.4573,-123.1109,LOW
in_progress,VALUE_ROTATION,7,3,-10,7,1,96.9660,96.9660,96.9660,96.9660,0.0000,100.0000,100.0000,100.0000,15.0000,4.5726,0.4573,-123.1109,LOW
in_progress,VALUE_ROTATION,7,3,-10,10,1,96.9660,96.9660,96.9660,96.9660,0.0000,100.0000,100.0000,100.0000,15.0000,4.5726,0.4573,-123.1109,LOW
in_progress,VALUE_ROTATION,7,3,-10,15,1,96.9660,96.9660,96.9660,96.9660,0.0000,100.0000,100.0000,100.0000,15.0000,4.5726,0.4573,-123.1109,LOW
in_progress,VALUE_ROTATION,7,5,-5,7,1,65.1267,65.1267,65.1267,65.1267,0.0000,100.0000,100.0000,100.0000,25.0000,6.5752,0.6575,-154.9502,MEDIUM
in_progress,VALUE_ROTATION,7,5,-5,10,1,65.1267,65.1267,65.1267,65.1267,0.0000,100.0000,100.0000,100.0000,25.0000,6.5752,0.6575,-154.9502,MEDIUM
in_progress,VALUE_ROTATION,7,5,-5,15,1,65.1267,65.1267,65.1267,65.1267,0.0000,100.0000,100.0000,100.0000,25.0000,6.5752,0.6575,-154.9502,MEDIUM
in_progress,VALUE_ROTATION,7,5,-10,7,1,65.1267,65.1267,65.1267,65.1267,0.0000,100.0000,100.0000,100.0000,25.0000,6.5752,0.6575,-154.9502,MEDIUM
in_progress,VALUE_ROTATION,7,5,-10,10,1,65.1267,65.1267,65.1267,65.1267,0.0000,100.0000,100.0000,100.0000,25.0000,6.5752,0.6575,-154.9502,MEDIUM
in_progress,VALUE_ROTATION,7,5,-10,15,1,65.1267,65.1267,65.1267,65.1267,0.0000,100.0000,100.0000,100.0000,25.0000,6.5752,0.6575,-154.9502,MEDIUM
in_progress,MOMENTUM,3,1,-5,7,1,-28.9868,-28.9868,-28.9868,-28.9868,0.0000,0.0000,0.0000,0.0000,11.0000,23.8760,2.3876,-249.0637,LOW
in_progress,MOMENTUM,3,1,-5,10,1,-28.9868,-28.9868,-28.9868,-28.9868,0.0000,0.0000,0.0000,0.0000,11.0000,23.8760,2.3876,-249.0637,LOW
in_progress,MOMENTUM,3,1,-5,15,1,-28.9868,-28.9868,-28.9868,-28.9868,0.0000,0.0000,0.0000,0.0000,11.0000,23.8760,2.3876,-249.0637,LOW
in_progress,MOMENTUM,3,1,-10,7,1,-28.9868,-28.9868,-28.9868,-28.9868,0.0000,0.0000,0.0000,0.0000,11.0000,23.8760,2.3876,-249.0637,LOW
in_progress,MOMENTUM,3,1,-10,10,1,-28.9868,-28.9868,-28.9868,-28.9868,0.0000,0.0000,0.0000,0.0000,11.0000,23.8760,2.3876,-249.0637,LOW
in_progress,MOMENTUM,3,1,-10,15,1,-28.9868,-28.9868,-28.9868,-28.9868,0.0000,0.0000,0.0000,0.0000,11.0000,23.8760,2.3876,-249.0637,LOW
in_progress,MOMENTUM,3,3,-5,7,1,-53.0117,-53.0117,-53.0117,-53.0117,0.0000,0.0000,0.0000,0.0000,33.0000,29.3186,2.9319,-273.0885,MEDIUM
in_progress,MOMENTUM,3,3,-5,10,1,-53.0117,-53.0117,-53.0117,-53.0117,0.0000,0.0000,0.0000,0.0000,33.0000,29.3186,2.9319,-273.0885,MEDIUM
in_progress,MOMENTUM,3,3,-5,15,1,-53.0117,-53.0117,-53.0117,-53.0117,0.0000,0.0000,0.0000,0.0000,33.0000,29.3186,2.9319,-273.0885,MEDIUM
in_progress,MOMENTUM,3,3,-10,7,1,-53.0117,-53.0117,-53.0117,-53.0117,0.0000,0.0000,0.0000,0.0000,33.0000,29.3186,2.9319,-273.0885,MEDIUM
in_progress,MOMENTUM,3,3,-10,10,1,-53.0117,-53.0117,-53.0117,-53.0117,0.0000,0.0000,0.0000,0.0000,33.0000,29.3186,2.9319,-273.0885,MEDIUM
in_progress,MOMENTUM,3,3,-10,15,1,-53.0117,-53.0117,-53.0117,-53.0117,0.0000,0.0000,0.0000,0.0000,33.0000,29.3186,2.9319,-273.0885,MEDIUM
in_progress,MOMENTUM,3,5,-5,7,1,-69.9799,-69.9799,-69.9799,-69.9799,0.0000,0.0000,0.0000,0.0000,55.0000,34.1261,3.4126,-290.0568,HIGH
in_progress,MOMENTUM,3,5,-5,10,1,-69.9799,-69.9799,-69.9799,-69.9799,0.0000,0.0000,0.0000,0.0000,55.0000,34.1261,3.4126,-290.0568,HIGH
in_progress,MOMENTUM,3,5,-5,15,1,-69.9799,-69.9799,-69.9799,-69.9799,0.0000,0.0000,0.0000,0.0000,55.0000,34.1261,3.4126,-290.0568,HIGH
in_progress,MOMENTUM,3,5,-10,7,1,-69.9799,-69.9799,-69.9799,-69.9799,0.0000,0.0000,0.0000,0.0000,55.0000,34.1261,3.4126,-290.0568,HIGH
in_progress,MOMENTUM,3,5,-10,10,1,-69.9799,-69.9799,-69.9799,-69.9799,0.0000,0.0000,0.0000,0.0000,55.0000,34.1261,3.4126,-290.0568,HIGH
in_progress,MOMENTUM,3,5,-10,15,1,-69.9799,-69.9799,-69.9799,-69.9799,0.0000,0.0000,0.0000,0.0000,55.0000,34.1261,3.4126,-290.0568,HIGH
in_progress,MOMENTUM,5,1,-5,7,1,-24.5782,-24.5782,-24.5782,-24.5782,0.0000,0.0000,0.0000,0.0000,7.0000,22.4427,2.2443,-244.6550,LOW
